address,chain,type,confidence,evidence
12BiQc2z8baceu1DLNSXYRbQHGCrf3Gfg8oqrVZQkVcUZYgN,polkadot,phishing,high,"polkadot-js_phishing"
12YGfGjZpdkRqTk8ziuBvLAzp4FxMp4itbf8keoRAAJKYHDt,polkadot,phishing,high,"polkadot-js_phishing"
16h6cD9DvRkz7Z8Xd43BTmubqaSQcZ3EUMD3tiHNwJ6kuhQa,polkadot,phishing,high,"polkadot-js_phishing"
1s3B8f5dJbtV4rVTZs1WNRpzKCUJWxK2zULErjmA52Do2SF,polkadot,phishing,high,"polkadot-js_phishing"
1rJAfox6RPpjCFwD1uPADQhfa2DJkyEKiASH5G1FNhzuRvW,polkadot,phishing,high,"polkadot-js_phishing"
12aTob47XtRAYUUjUyxAH92gDLwrEwq8YGzLVptUJytuqF3U,polkadot,phishing,high,"polkadot-js_phishing"
15C1Z8FmM8MXrDh8hRb7QgkpBQ5DPUnu2rPgJUv8NNWnUXcD,polkadot,phishing,high,"polkadot-js_phishing"
15yi5F2nqtT39AyvwaLkY2seE2XmuW8HjQWZg3RHEXsbBCTs,polkadot,phishing,high,"polkadot-js_phishing"
14SmaFsh7VitSn8mdTZyb4Z7RuVWyCPLKJF7zNweUzr5WHsH,polkadot,phishing,high,"polkadot-js_phishing"
13KSYqMKZj78fmhgVNMKvpSGcY8acwBTrqZek4pmeUx8pGri,polkadot,phishing,high,"polkadot-js_phishing"
12nNSFLEJU2HiuSidgd3c1bzSNn82SNpobnGso5GXF43eme6,polkadot,phishing,high,"polkadot-js_phishing"
12sGH82aAENExuio8BpNqXGxaXgrxMS88Qm9bfSJrav9Nito,polkadot,phishing,high,"polkadot-js_phishing"
133t5Gs2ccbjHN7dYD4Qwr6sxK8Lgg8pFVJPy1nDaPWvYZFP,polkadot,phishing,high,"polkadot-js_phishing"
14Vxs7UB9FqfQ53wwTJUBAJThs5N7b3bg89HscRU6eBqrFhQ,polkadot,phishing,high,"polkadot-js_phishing"
15D9AzetihsSKbtENL4TL9q8AeQkAaZTLiu7rWE3dXaMvb7t,polkadot,phishing,high,"polkadot-js_phishing"
15dLxX36VPeP2LvFDYAjT5h4T4aHT7z6YoUSe9fBZSnGhJ9m,polkadot,phishing,high,"polkadot-js_phishing"
15z4uj2amXJNiRbb4hRje5hSKCh9M8EEfKh1CYfXPDn86Q3Q,polkadot,phishing,high,"polkadot-js_phishing"
